Zona;Contrato;Uso;Direccion Suministro;Contador;Diametro;F.Instalacion;Marca;Emplazamiento;Edad
"	Z022";268634;DOMÉSTICO;C/MAESTRO ALCARAZ ROCHER, Nº 3, Plt 4º, B;41959;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z022";268241;DOMÉSTICO;C/MAESTRO ALCARAZ ROCHER, Nº 3, Plt 4º, C;41937;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z022";268625;DOMÉSTICO;C/METGE D. ISIDRO BELLIDO, Nº, 2 -1º A;42667;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";268627;DOMÉSTICO;C/METGE D. ISIDRO BELLIDO, Nº, 2 -1º B;42647;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";268635;DOMÉSTICO;C/METGE D. ISIDRO BELLIDO, Nº, 2 -2º A;42654;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";268654;DOMÉSTICO;C/METGE D. ISIDRO BELLIDO, Nº, 2 -2º B;42662;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";268620;DOMÉSTICO;C/METGE D. ISIDRO BELLIDO, Nº, 2 -2º C;42655;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";268623;DOMÉSTICO;C/METGE D. ISIDRO BELLIDO, Nº, 2 -AT A;42732;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";3014371;DOMÉSTICO;C/METGE D. ISIDRO BELLIDO, Nº, 2 -AT B;42733;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";9874430;DOMÉSTICO;C/METGE D. ISIDRO BELLIDO, Nº, 2 -AT C;42663;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";268637;DOMÉSTICO;C/METGE D. ISIDRO BELLIDO, Nº, 2 -AT D;42649;15;01/01/2020;Sin Determinar;Sin determinar;4
"	Z022";3046229;DOMÉSTICO;C/METGE D. ISIDRO BELLIDO, Nº, 2 -LC 2;42737;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275731;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 3 -1 B;42943;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275726;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 3 -2 IZ;42942;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275739;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 3 -3 B;42937;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275728;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 3 -3 DA;42939;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275730;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 3 -4 B;42936;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";266964;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 3 -4 DA;42938;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274744;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4 -2 2;42467;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274747;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4 -2 5;42470;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274736;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-1-1;42479;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274737;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-1-2;42473;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274738;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-1-3;42463;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274739;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-1-4;42486;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274740;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-1-5;42454;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z022";274741;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-1-6;42485;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274742;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-1-7;42453;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z022";274743;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-2-1;42461;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274745;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-2-3;42458;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274746;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-2-4;42472;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274748;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-2-6;42476;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274751;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-3-2;42464;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274752;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-3-3;42462;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";268095;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-3-4;42471;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274753;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-3-5;42477;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274754;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-3-6;42469;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274755;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-3-7;42475;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274758;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-4-4;42478;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z022";274761;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº, 4-4-7;42480;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275498;INDUSTRIAL;C/PADRE PACIFICO TORRES, Nº, 4-BJ-B;42484;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";267081;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº 3, Plt 1º, A;42944;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275727;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº 3, Plt 2º, DH;42945;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274735;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº 4, LOCAL 3;42466;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";58896;INDUSTRIAL;C/PADRE PACIFICO TORRES, Nº 4, LOCAL 2;42455;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z022";274733;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº 4, Plt 1º, D;42460;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274749;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº 4, Plt 2º, 7;42474;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274750;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº 4, Plt 3º, 1;42465;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275327;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº 4, Plt 4º, 1;42456;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z022";274757;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº 4, Plt 4º, 3;42468;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274760;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº 4, Plt 4º, 6;42447;15;01/10/2020;Sin Determinar;Sin determinar;4
"	Z022";274756;DOMÉSTICO;C/PADRE PACIFICO TORRES, Nº 4, Plt 4º, B;42449;15;01/01/2022;Sin Determinar;Sin determinar;2
"	Z022";274687;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -1 1;42488;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";268533;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -1 2;42492;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";9476405;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -1 3;42498;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274690;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -1 4;42491;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274691;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -1 5;42493;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274692;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -2 1;42510;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274696;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -2 5;42481;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274697;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -2 6;42490;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274699;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -3 1;42516;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275348;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -3 2;42487;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274698;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -3 3;42482;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274701;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -3 5;42483;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275332;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -3 6;42515;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";267285;DOMÉSTICO;C/PERINO ALTO, Nº, 1 -BJ 2;42489;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";274686;DOMÉSTICO;C/PERINO ALTO, Nº, 2;42934;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";267374;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -1 C;42680;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275407;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -1 D;42671;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275421;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -1 F;42681;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275418;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -2 C;42685;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275405;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -2 D;42672;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275409;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -2 E;42677;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275414;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -2 F;42682;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275410;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -3 C;42686;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275406;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -3 D;42678;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275403;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -3 E;42679;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275419;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -3 F;42683;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275417;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -4 C;42687;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275420;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -4 D;42674;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";275416;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -4 E;42673;15;01/01/2021;Sin Determinar;Sin determinar;3
"	Z022";9428484;DOMÉSTICO;C/PERINO ALTO, Nº, 4 -4 F;42684;15;01/01/2021;Sin Determinar;Sin determinar;3
